Name	Set	ImageFile	Type	Stage	HP	Weakness	Resistance	RetreatCost	Rarity	Text
Braviary (PLS)	PLS	PLS_116	Colorless	Stage 1 - Rufflet	100	Lightning x2	Fighting -20	2	Rare	Ability: Big Wing. Once during your turn (before your attack), if this Pokemon is your Active Pokemon, you may have your opponent switch his or her Active Pokemon with 1 of his or her Benched Pokemon. | [C][C][C] Wild Edge: 60+ damage. You may do 20 more damage. If you do, this Pokemon does 20 damage to itself.
Bicycle (PLS)	PLS	PLS_117		Trainer - Item					Uncommon	Draw cards until you have 4 cards in your hand. | You may play as many Item cards as you like during your turn (before your attack).
Colress (PLS-1)	PLS	PLS_118		Trainer - Supporter (Plasma)					Uncommon	Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokemon (both your and your opponent's). | You may play only 1 Supporter card during your turn (before your attack).
Colress Machine (PLS)	PLS	PLS_119		Trainer - Item (Plasma)					Uncommon	Search your deck for a Plasma Energy card and attach it to 1 of your Team Plasma Pokemon. Shuffle your deck afterward. | You may play as many Item cards as you like during your turn (before your attack).
Escape Rope (PLS)	PLS	PLS_120		Trainer - Item					Uncommon	Each player switches his or her Active Pokemon with 1 of his or her Benched Pokemon. (Your opponent switches first. If a player does not have a Benched Pokemon, he or she doesn't switch Pokemon.) | You may play as many Item cards as you like during your turn (before your attack).
Ether (PLS)	PLS	PLS_121		Trainer - Item					Uncommon	Reveal the top card of your deck. If that card is a basic Energy card, attach it to 1 of your Pokemon. If it is not a basic Energy card, return it to the top of your deck. | You may play as many Item cards as you like during your turn (before your attack).
Eviolite (PLS)	PLS	PLS_122		Trainer - Item - Pokemon Tool					Uncommon	Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | If the Pokemon this card is attached to is a Basic Pokemon, any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance). | You may play as many Item cards as you like during your turn (before your attack).
Hypnotoxic Laser (PLS)	PLS	PLS_123		Trainer - Item (Plasma)					Uncommon	Your opponent's Active Pokemon is now Poisoned. Flip a coin. If heads, your opponent's Active Pokemon is also Asleep. | You may play as many Item cards as you like during your turn (before your attack).
Plasma Frigate (PLS)	PLS	PLS_124		Trainer - Stadium (Plasma)					Uncommon	Each Pokemon that has any Plasma Energy attached to it (both yours and your opponent's) has no Weakness. | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Team Plasma Grunt (PLS)	PLS	PLS_125		Trainer - Supporter (Plasma)					Uncommon	Discard a Team Plasma card from your card. (If you can't discard a Team Plasma card, you can't play this card.) Draw 4 cards. | You may play only 1 Supporter card during your turn (before your attack).
Virbank City Gym (PLS)	PLS	PLS_126		Trainer - Stadium					Uncommon	Put 2 more damage counters on Poisoned Pokemon (both your and your opponent's) between turns. | This card stays in play when you play it. Discard this card if another Stadium card comes into play. If another card with the same name is in play, you can't play this card.
Plasma Energy (PLS)	PLS	PLS_127		Energy - Special (Plasma)					Uncommon	This card provides [C] Energy.
Dowsing Machine (PLS)	PLS	PLS_128		Trainer - Item (ACE SPEC)					Rare Holo	You can't have more than 1 ACE SPEC card in your deck. | Discard 2 cards from your hand. (If you can't discard 2 cards, you can't play this card.) Put a Trainer card from your discard pile into your hand. | You may play as many Item cards as you like during your turn (before your attack).
Scramble Switch (PLS)	PLS	PLS_129		Trainer - Item (ACE SPEC)					Rare Holo	You can't have more than 1 ACE SPEC card in your deck. | Switch your Active Pokemon with 1 of your Benched Pokemon. Then, you may move as many Energy attached to the old Active Pokemon to the new Active Pokemon as you like. | You may play as many Item cards as you like during your turn (before your attack).
Victory Piece (PLS)	PLS	PLS_130		Trainer - Item - Pokemon Tool (ACE SPEC)					Rare Holo	You can't have more than 1 ACE SPEC card in your deck. | Attach a Pokemon Tool to 1 of your Pokemon that doesn't already have a Pokemon Tool attached to it. | If this card is attached to Victini-EX, Victini-EX can use its attacks regardless of the amount or type of Energy attached to it. | You may play as many Item cards as you like during your turn (before your attack).
Victini-EX (PLS-2)	PLS	PLS_131	Fire	Basic (EX)	110	Water x2		1	Super Rare Holo	[R] Turbo Energize: Search your deck for 2 basic Energy cards and attach them to your Benched Pokemon in any way you like. Shuffle your deck afterward. | [R][C][C] Intensifying Burn: 50+ damage. If the Defending Pokemon is a Pokemon-EX, this attack does 50 more damage. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Articuno-EX (PLS-2)	PLS	PLS_132	Water	Basic (EX) (Plasma)	170	Metal x2	Fighting -20	1	Super Rare Holo	[W][C][C] Blizzard: 60 damage. Does 10 damage to each of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W][C][C] Frost Prison: 80 damage. If this Pokemon has any Plasma Energy attached to it, the Defending Pokemon is now Paralyzed. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Cobalion-EX (PLS-2)	PLS	PLS_133	Metal	Basic (EX)	180	Fire x2	Psychic -20	2	Super Rare Holo	[M] Righteous Edge: 30 damage. Discard a Special Energy attached to the Defending Pokemon. | [M][M][C] Steel Bullet: 100 damage. This attack's damage isn't affected by Weakness, Resistance, or any other effects on the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Lugia-EX (PLS-2)	PLS	PLS_134	Colorless	Basic (EX) (Plasma)	180	Lightning x2	Fighting -20	2	Super Rare Holo	Ability: Overflow. If your opponent's Pokemon is Knocked Out by damage from an attack of this Pokemon, take 1 more Prize card. | [C][C][C][C] Plasma Gale: 120 damage. Discard a Plasma Energy attached to this Pokemon. If you can't discard a Plasma Energy, this attack does nothing. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Colress (PLS-2)	PLS	PLS_135		Trainer - Supporter (Plasma)					Super Rare Holo	Shuffle your hand into your deck. Then, draw a number of cards equal to the number of Benched Pokemon (both your and your opponent's). | You may play only 1 Supporter card during your turn (before your attack).
Charizard (PLS)	PLS	PLS_136	Fire	Stage 2 - Charmeleon	160	Water x2		3	Secret Rare	[R][C][C] Split Bomb: This attack does 40 damage to 2 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [R][C][C][C][C] Scorching Fire: 150 damage. Discard a [R] Energy attached to this Pokemon.
Blastoise (PLS)	PLS	PLS_137	Water	Stage 2 - Wartortle	140	Grass x2		4	Secret Rare	Ability: Deluge. As often as you like during your turn (before your attack), you may attach a [W] Energy card from your hand to 1 of your Pokemon. | [C][C][C][C] Hydro Pump: 60+ damage. Does 10 more damage for each [W] Energy attached to this Pokemon.
Random Receiver (PLS)	PLS	PLS_138		Trainer - Item					Secret Rare	Reveal cards from the top of your deck until you reveal a Supporter card. Put it into your hand. Shuffle the other cards back into your deck. | You may play as many Item cards as you like during your turn (before your attack).
Weedle (PLF)	PLF	PLF_001	Grass	Basic	50	Fire x2		1	Common	[C] Triple Stab: Flip 3 coins. This attack does 10 damage times the number of heads.
Kakuna (PLF)	PLF	PLF_002	Grass	Stage 1 - Weedle	80	Fire x2		2	Uncommon	[G] Hide: Flip a coin. If heads, prevent all effects of attacks, including damage, done to this Pokemon during your opponent's next turn.
Beedrill (PLF)	PLF	PLF_003	Grass	Stage 2 - Kakuna	120	Fire x2		0	Rare	[G] Swift Sting: 20+ damage. If this Pokemon has full HP, this attack does 40 more damage, and the Defending Pokemon is now Confused and Poisoned. | [C][C][C] Pierce: 60 damage.
Exeggcute (PLF)	PLF	PLF_004	Grass	Basic	30	Fire x2	Water -20	1	Uncommon	Ability: Propagation. Once during your turn (before your attack), if this Pokemon is in your discard pile, you may put this Pokemon into your hand. | [G][C] Seed Bomb: 20 damage.
Exeggutor (PLF)	PLF	PLF_005	Grass	Stage 1 - Exeggcute	100	Fire x2	Water -20	2	Rare	[C] Blockade: 10 damage. Your opponent can't play any Supporter cards from his or her hand during his or her next turn. | [G][C][C] Stomp: 60+ damage. Flip a coin. If heads, this attack does 30 more damage.
Treecko (PLF)	PLF	PLF_006	Grass	Basic	60	Fire x2	Water -20	1	Common	[C] Pound: 10 damage. | [G][C] Reckless Charge: 30 damage. This Pokemon does 10 damage to itself.
Grovyle (PLF)	PLF	PLF_007	Grass	Stage 1 - Treecko	80	Fire x2	Water -20	1	Uncommon	[C] Pound: 20 damage. | [G][C] Cut: 30 damage.
Sceptile (PLF)	PLF	PLF_008	Grass	Stage 2 - Grovyle	130	Fire x2	Water -20	2	Rare Holo	[G][C] X-Scissor: 30+ damage. Flip a coin. If heads, this attack does 40 more damage. | [G][G][C] Energy Bloom: 80 damage. Heal 20 damage from each of your Pokemon that has any Energy attached to it.
Cacnea (PLF)	PLF	PLF_009	Grass	Basic	70	Fire x2	Water -20	2	Common	[G] Poison Sting: Flip a coin. If heads, the Defending Pokemon is now Poisoned.
Cacturne (PLF)	PLF	PLF_010	Grass	Stage 1 - Cacnea	90	Fire x2	Water -20	1	Rare	[G] Rapid-Fire Needles: 60 damage. This attack does 30 damage to 1 of your Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [G][C] Payback: 30+ damage. If your opponent has only 1 Prize card left, this attack does 60 more damage and discard an Energy attached to the Defending Pokemon.
Leafeon (PLF)	PLF	PLF_011	Grass	Stage 1 - Eevee (Plasma)	100	Fire x2	Water -20	2	Rare	[C] Energy Crush: 20x damage. Does 20 damage times the amount of Energy attached to all of your opponent's Pokemon. | [G][C][C] Leaf Blade: 60+ damage. Flip a coin. If heads, this attack does 20 more damage.
Flareon (PLF)	PLF	PLF_012	Fire	Stage 1 - Eevee (Plasma)	100	Water x2		2	Uncommon	[C][C] Vengeance: 20+ damage. Does 10 more damage for each Pokemon in your discard pile. | [R][C][C] Heat Tackle: 90 damage. This Pokemon does 10 damage to itself.
Heatran-EX (PLF-1)	PLF	PLF_013	Fire	Basic (EX) (Plasma)	180	Water x2		3	Rare Holo ex	[R][C][C] Heat Boiler: 60+ damage. If this Pokemon is affected by a Special Condition, this attack does 60 more damage. | [R][R][C][C] Dynamite Press: 80+ damage. If this Pokemon has any Plasma Energy attached to it, this attack does 10 more damage for each damage counter on the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Litwick (PLF)	PLF	PLF_014	Fire	Basic	60	Water x2		1	Common	[R] Singe: Flip a coin. If heads, the Defending Pokemon is now Burned. | [R][C] Live Coal: 20 damage.
Lampent (PLF)	PLF	PLF_015	Fire	Stage 1 - Litwick	80	Water x2		1	Uncommon	[C][C] Live Coal: 20 damage. | [R][C][C] Searing Flame: 40 damage. The Defending Pokemon is now Burned.
Chandelure (PLF)	PLF	PLF_016	Fire	Stage 2 - Lampent (Plasma)	130	Water x2		2	Rare Holo	Ability: Flare Navigate. Once during your turn (before your attack), you may search your deck for a [R] Energy card and attach it to 1 of your Pokemon. If you do, put 1 damage counter on that Pokemon. Shuffle your deck afterward. | [R][R][C] Absorb Life: 70 damage. Heal 30 damage from this Pokemon.
Reshiram (PLF)	PLF	PLF_017	Fire	Basic	130	Water x2		2	Rare Holo	[R][C][C] Purifying Flame: 50 damage. Remove all Special Conditions from this Pokemon. | [R][C][C][C] Fusion Flare: 80+ damage. If Zekrom is on your Bench, this attack does 40 more damage.
Horsea (PLF)	PLF	PLF_018	Water	Basic	60	Lightning x2		1	Common	[W] Fin Smack: 10x damage. Flip 2 coins. This attack does 10 damage times the number of heads.
Seadra (PLF)	PLF	PLF_019	Water	Stage 1 - Horsea	80	Lightning x2		1	Uncommon	[W] Smokescreen: 20 damage. If the Defending Pokemon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.
Vaporeon (PLF)	PLF	PLF_020	Water	Stage 1 - Eevee (Plasma)	110	Grass x2		2	Uncommon	[C] Refreshing Rain: Heal 30 damage from each of your Pokemon. | [W][C] Gold Breaker: 30+ damage. If the Defending Pokemon is a Pokemon-EX, this attack does 50 more damage.
Wooper (PLF)	PLF	PLF_021	Water	Basic	70	Grass x2		2	Common	[W][C] Slam: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Quagsire (PLF)	PLF	PLF_022	Water	Stage 1 - Wooper	100	Grass x2		3	Rare	Ability: Laid-Back. Any damage done to this Pokemon by attacks is reduced by 20 (after applying Weakness and Resistance). | [W][C][C] Mud Gun: 60+ damage. If this Pokemon has any [F] Energy attached to it, this attack does 30 more damage.
Glaceon (PLF)	PLF	PLF_023	Water	Stage 1 - Eevee (Plasma)	90	Metal x2		2	Rare	Ability: Freeze Zone. The Retreat Cost of each of your Team Plasma Pokemon in Play is [C][C] less. | [W][C][C] Icy Wind: 60 damage. The Defending Pokemon is now Asleep.
Tympole (PLF)	PLF	PLF_024	Water	Basic	60	Grass x2		1	Common	[W] Surprise Attack: 20 damage. Flip a coin. If tails, this attack does nothing.
Palpitoad (PLF)	PLF	PLF_025	Water	Stage 1 - Tympole	90	Grass x2		2	Uncommon	[C][C] Vibration: 20 damage. | [W][C][C] Suspicious Soundwave: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Confused.
Seismitoad (PLF)	PLF	PLF_026	Water	Stage 2 - Palpitoad (Plasma)	140	Grass x2		3	Rare	[C][C] Seismic Punch: 30 damage. Does 30 damage to each Benched Pokemon (both your and your opponent's). (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W][C][C] Splashing Turn: 80 damage. Switch this Pokemon with 1 of your Benched Pokemon.
Vanillite (PLF)	PLF	PLF_027	Water	Basic	60	Metal x2		1	Common	[C][C] Jump On: 20+ damage. Flip a coin. If heads, this attack does 10 more damage.
Vanillish (PLF)	PLF	PLF_028	Water	Stage 1 - Vanillite	80	Metal x2		1	Uncommon	[C][C] Surefire Spin: 20+ damage. Flip 2 coins. If both of them are heads, this attack does 40 more damage.
Vanilluxe (PLF)	PLF	PLF_029	Water	Stage 2 - Vanillish (Plasma)	130	Metal x2		1	Rare	[C] ChillMAX: 60x damage. Flip a coin for each Energy attached to this Pokemon. This attack does 60 damage for each heads. | [W][C] Cold Breath: 40 damage. The Defending Pokemon is now Asleep.
Cryogonal (PLF)	PLF	PLF_030	Water	Basic (Plasma)	80	Metal x2		1	Uncommon	[C] Call Sign: Search your deck for a [W] Pokemon, reveal it, and put it into your hand. Shuffle your deck afterward. | [W] Cryofreeze: 10 damage. Discard an Energy attached to this Pokemon. The Defending Pokemon can't attack during your opponent's next turn.
Kyurem (PLF)	PLF	PLF_031	Water	Basic (Plasma)	130	Metal x2		3	Rare Holo	[W][C] Frost Spear: 30 damage. Does 30 damage to 1 of your opponent's Benched Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [W][W][C] Blizzard Burn: 120 damage. This Pokemon can't attack during your next turn.
Voltorb (PLF)	PLF	PLF_032	Lightning	Basic	60	Fighting x2		1	Common	[L][C] Rollout: 20 damage.
Electrode (PLF)	PLF	PLF_033	Lightning	Stage 1 - Voltorb	90	Fighting x2		1	Rare Holo	Ability: Magnetic Draw. Once during your turn (before your attack), you may draw cards until you have 4 cards in your hand. | [L][C][C] Electro Ball: 60 damage.
Jolteon (PLF)	PLF	PLF_034	Lightning	Stage 1 - Eevee (Plasma)	90	Fighting x2		1	Uncommon	[C] Pin Missile: 20x damage. Flip 4 coins. This attack does 20 damage times the number of heads. | [L][C] Electri-Diffuse: 40 damage. If the Defending Pokemon is a Pokemon-EX, that Pokemon can't attack during your opponent's next turn.
Chinchou (PLF)	PLF	PLF_035	Lightning	Basic	70	Fighting x2		2	Common	[L][C] Static Shock: 20 damage.
Lanturn (PLF)	PLF	PLF_036	Lightning	Stage 1 - Chinchou	90	Fighting x2		2	Uncommon	[L] Special Tackle: 30+ damage. If this Pokemon has any Special Energy attached to it, this attack does 30 more damage. | [L][C][C] Extreme Current: 90 damage. Discard an Energy attached to this Pokemon.
Pachirisu (PLF)	PLF	PLF_037	Lightning	Basic	70	Fighting x2		1	Common	[C] Minor Errand-Running: Search your deck 2 basic Energy cards, reveal them, and put them into your hand. Shuffle your deck afterward. | [L] Electric Tail: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Thundurus-EX (PLF-1)	PLF	PLF_038	Lightning	Basic (EX) (Plasma)	170	Fighting x2		1	Rare Holo ex	[L] Raiden Knuckle: 30 damage. Attach an Energy card from your discard pile to 1 of your Benched Team Plasma Pokemon. | [L][L][C][C] Thunderous Noise: 90 damage. If this Pokemon has any Plasma Energy attached to it, discard an Energy attached to the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Zekrom (PLF)	PLF	PLF_039	Lightning	Basic	130	Fighting x2		2	Rare Holo	[L][C][C] Mach Claw: 50 damage. This attack's damage isn't affected by Resistance. | [L][C][C][C] Fusion Bolt: 80+ damage. If Reshiram is on your Bench, this attack does 40 more damage.
Nidoran Female (PLF)	PLF	PLF_040	Psychic	Basic	60	Psychic x2		1	Common	[P][C] Poison Sting: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Poisoned.
Nidorina (PLF)	PLF	PLF_041	Psychic	Stage 1 - Nidoran Female	90	Psychic x2		3	Uncommon	[P][C] Poison Sting: 20 damage. The Defending Pokemon is now Poisoned. | [P][C][C] Double Kick: 40x damage. Flip 2 coins. This attack does 40 damage times the number of heads.
Nidoqueen (PLF)	PLF	PLF_042	Psychic	Stage 2 - Nidorina	130	Psychic x2		3	Rare	[P][C] Poison Horn: 50 damage. | [P][C][C] Double Stomp: 60+ damage. Flip 2 coins. This attack does 30 more damage for each heads.
Nidoran Male (PLF)	PLF	PLF_043	Psychic	Basic	60	Psychic x2		1	Common	[P] Hit Back: 30 damage. If this Pokemon has no damage counters on it, this attack does nothing.
Nidorino (PLF)	PLF	PLF_044	Psychic	Stage 1 - Nidoran Male	90	Psychic x2		3	Uncommon	[P][C] Double Kick: 30x damage. Flip 2 coins. This attack does 30 damage times the number of heads. | [C][C][C] Horn Attack: 50 damage.
Grimer (PLF)	PLF	PLF_045	Psychic	Basic	70	Psychic x2		2	Common	[P] Lure Poison: Flip a coin. If heads, switch 1 of your opponent's Benched Pokemon with the Defending Pokemon. The new Defending Pokemon is now Poisoned. | [P][C][C] Sludge Toss: 30 damage.
Muk (PLF)	PLF	PLF_046	Psychic	Stage 1 - Grimer (Plasma)	100	Psychic x2		3	Rare	[P][C][C] Poison Suction: 60 damage. If the Defending Pokemon is Poisoned, heal 60 damage from this Pokemon. | [P][P][C][C] Sludge Crash: 80 damage. Flip a coin until you get tails. For each heads, discard an Energy attached to the Defending Pokemon.
Mr. Mime (PLF)	PLF	PLF_047	Psychic	Basic	70	Psychic x2		1	Rare	Ability: Bench Barrier. Prevent all damage done to your Benched Pokemon by attacks. | [P][C] Psy Bolt: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Espeon (PLF)	PLF	PLF_048	Psychic	Stage 1 - Eevee (Plasma)	90	Psychic x2		1	Uncommon	[C] Psy Alert: 20 damage. Draw cards until you have 6 cards in your hand. | [P] Shadow Ball: This attack does 40 damage to 1 of your opponent's Pokemon. Also apply Weakness and Resistance for Benched Pokemon.
Sableye (PLF)	PLF	PLF_049	Psychic	Basic (Plasma)	70			1	Rare	[C] Scratch: 10 damage. | [P][C] Shadow Cage: 20 damage. The Defending Pokemon can't retreat during your opponent's next turn.
Beldum (PLF)	PLF	PLF_050	Psychic	Basic	60	Psychic x2		1	Common	[C] Calculate: Look at the top 4 cards of your deck and put them back on top of your deck in any order. | [P][C] Psypunch: 20 damage.
Metang (PLF)	PLF	PLF_051	Psychic	Stage 1 - Beldum	90	Psychic x2		2	Uncommon	[P] Psy Bolt: 10 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [P][C][C] Psypunch: 50 damage.
Metagross (PLF)	PLF	PLF_052	Psychic	Stage 2 - Metang (Plasma)	140	Psychic x2		2	Rare Holo	Ability: Plasma Search. Once during your turn (before your attack), you may search your deck for a Team Plasma card, reveal it, and put it in your hand. Shuffle your deck afterward. You may not use an Ability with the same name during your turn. | [P][C][C][C] Mind Bend: 60 damage. The Defending Pokemon is now Confused.
Deoxys-EX (PLF-1)	PLF	PLF_053	Psychic	Basic (EX) (Plasma)	170	Psychic x2		2	Rare Holo ex	Ability: Power Connect. Your Team Plasma Pokemon's attacks (excluding Deoxys-EX) do 10 more damage to the Active Pokemon (before applying Weakness and Resistance). | [P][C] Helix Force: 30+ damage. If this Pokemon has any Plasma Energy attached to it, this attack does 30 more damage for each Energy attached to the Defending Pokemon. | When a Pokemon-EX has been Knocked Out, your opponent takes 2 Prize cards.
Yamask (PLF-1)	PLF	PLF_054	Psychic	Basic	50	Darkness x2		2	Common	[P] Transfer Pain: Move 1 damage counter from any of your Pokemon to any of your opponent's Pokemon.
Yamask (PLF-2)	PLF	PLF_055	Psychic	Basic	60	Darkness x2		1	Common	[C] Will-O-Wisp: 10 damage. | [P][C][C] Ram: 30 damage.
Cofagrigus (PLF-1)	PLF	PLF_056	Psychic	Stage 1 - Yamask (Plasma)	100	Darkness x2		2	Rare Holo	Ability: Six Feet Under. Once during your turn (before your attack) you may Knock Out this Pokemon. If you do, put 3 damage counters on your opponent's Pokemon in any way you like. | [P][P][C] Slap of Misfortune: 70 damage. Whenever your opponent flips a coin during his or her next turn, treat it as tails.
Cofagrigus (PLF-2)	PLF	PLF_057	Psychic	Stage 1 - Yamask (Plasma)	100	Darkness x2		2	Rare	[C] Elongating Arms: This attack does 30 damage to 1 of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [P][C][C] Crazy Slap: 40x damage. Flip 4 coins. This attack does 40 damage times the number of heads.
Nidoking (PLF)	PLF	PLF_058	Fighting	Stage 2 - Nidorino	140	Water x2	Lightning -20	3	Rare	[C][C] Lovestrike: 20+ damage. Does 40 more damage for each Nidoqueen on your Bench. | [F][C][C][C] Horn Drill: 90 damage.
Mankey (PLF)	PLF	PLF_059	Fighting	Basic	50	Psychic x2		1	Common	[F] Scratch: 20 damage.
Primeape (PLF)	PLF	PLF_060	Fighting	Stage 1 - Mankey	90	Psychic x2		1	Common	[C][C] Fury Swipes: 30x damage. Flip 3 coins. This attack does 30 damage times the number of heads. | [F][F] Karate Chop: 80- damage. Does 80 damage minus 10 damage for each damage counter on this Pokemon.
Onix (PLF)	PLF	PLF_061	Fighting	Basic	100	Grass x2		3	Uncommon	[C][C][C] Tackle: 30 damage. | [F][C][C][C] Swing Around: 60x damage. Flip 2 coins. This attack does 60 damage times the number of heads.
Makuhita (PLF)	PLF	PLF_062	Fighting	Basic	80	Psychic x2		3	Common	[F][C] Continuous Slap: 20x damage. Flip a coin until you get tails. This attack does 20 damage times the number of heads. | [F][F][C] Hammer In: 60 damage.
Hariyama (PLF)	PLF	PLF_063	Fighting	Stage 1 - Makuhita	120	Psychic x2		3	Rare	[F][C] Fake Out: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [F][F][C] Pivot Throw: 90 damage. During your opponent's next turn, any damage done to this Pokemon by attacks is increased by 20 (before applying Weakness and Resistance).
Umbreon (PLF)	PLF	PLF_064	Darkness	Stage 1 - Eevee (Plasma)	100	Fighting x2	Psychic -20	1	Rare Holo	Ability: Dark Shade. Each of your Team Plasma Pokemon in play get +20 HP. | [D][C][C] Darkness Fang: 70 damage.
Sneasel (PLF)	PLF	PLF_065	Darkness	Basic	70	Fighting x2	Psychic -20	1	Common	[D][C] Quick Attack: 20+ damage. Flip a coin. If heads, this attack does 20 more damage.
Weavile (PLF)	PLF	PLF_066	Darkness	Stage 1 - Sneasel (Plasma)	90	Fighting x2	Psychic -20	1	Rare	[C] Hail: This attack does 10 damage to each of your opponent's Pokemon. (Don't apply Weakness and Resistance for Benched Pokemon.) | [D][C] Vilify: 30x damage. Discard as many Pokemon as you like from your hand. This attack does 30 damage times the number of Pokemon you discarded.
Absol (PLF)	PLF	PLF_067	Darkness	Basic (Plasma)	100	Fighting x2	Psychic -20	1	Rare Holo	[D][C] Mind Jack: 20+ damage. Does 20 more damage for each of your opponent's Benched Pokemon. | [D][C][C] Fearsome Shadow: 60 damage. Your opponent reveals his or her hand.
Sandile (PLF)	PLF	PLF_068	Darkness	Basic	70	Fighting x2	Psychic -20	2	Common	[D][C] Gentle Slap: 10+ damage. Flip a coin. If heads, this attack does 20 more damage.
Krokorok (PLF)	PLF	PLF_069	Darkness	Stage 1 - Sandile	90	Fighting x2	Psychic -20	2	Uncommon	[D] Bite: 20 damage. | [D][C][C] Corkscrew Punch: 50 damage.
Krookodile (PLF)	PLF	PLF_070	Darkness	Stage 2 - Krokorok (Plasma)	140	Fighting x2	Psychic -20	3	Rare	[D] Piston Headbutt: 30 damage. Move an Energy attached to the Defending Pokemon to 1 of your opponent's Benched Pokemon. | [D][C][C] Hammer In: 80 damage.
Pawniard (PLF-1)	PLF	PLF_071	Darkness	Basic	60	Fighting x2	Psychic -20	1	Common	[D] Slash: 10 damage.
Pawniard (PLF-2)	PLF	PLF_072	Darkness	Basic	50	Fighting x2	Psychic -20	1	Common	[D][C] Cut: 30 damage.
Bisharp (PLF-1)	PLF	PLF_073	Darkness	Stage 1 - Pawniard (Plasma)	100	Fighting x2	Psychic -20	1	Rare	[C] Slash: 40 damage. | [D][D][C] Dragon Slayer: 80+ damage. If the Defending Pokemon is a [N] Pokemon, this attack does 40 more damage.
Bisharp (PLF-2)	PLF	PLF_074	Darkness	Stage 1 - Pawniard (Plasma)	90	Fighting x2	Psychic -20	1	Uncommon	[C][C] Cut Down: 30 damage. Flip a coin. If heads, discard an Energy attached to the Defending Pokemon. | [D][C][C] Slicing Blade: 70 damage.
Deino (PLF-1)	PLF	PLF_075	Darkness	Basic	60	Fighting x2	Psychic -20	2	Common	[D][C] Push Down: 20 damage. Your opponent switches the Defending Pokemon with 1 of his or her Benched Pokemon. | [D][C][C] Bite: 30 damage.
Deino (PLF-2)	PLF	PLF_076	Darkness	Basic	60	Fighting x2	Psychic -20	2	Common	[C][C] Slam: 20x damage. Flip 2 coins. This attack does 20 damage times the number of heads.
Zweilous (PLF)	PLF	PLF_077	Darkness	Stage 1 - Deino	90	Fighting x2	Psychic -20	2	Uncommon	[D][C] Bite: 30 damage. | [D][C][C] Body Slam: 30 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed.
Hydreigon (PLF)	PLF	PLF_078	Darkness	Stage 2 - Zweilous (Plasma)	150	Fighting x2	Psychic -20	3	Rare Holo	[D][C][C] Tractorbeam: Switch 1 of your opponent's Benched Pokemon with the Defending Pokemon. This attack does 40 damage to the new Defending Pokemon. | [D][C][C][C] Obsidian Fang: 80 damage. Before doing damage, discard all Pokemon Tool cards attached to the Defending Pokemon.
Steelix (PLF)	PLF	PLF_079	Metal	Stage 1 - Onix (Plasma)	150	Fire x2	Psychic -20	4	Rare	[M][C][C] Metal Defender: 50 damage. During your opponent's next turn, this Pokemon has no Weakness. | [M][C][C][C][C] Heavy Impact: 100 damage.
Mawile (PLF)	PLF	PLF_080	Metal	Basic	70	Fire x2	Psychic -20	1	Uncommon	[M] Astonish: Flip a coin. If heads, choose a random card from your opponent's hand. Your opponent reveals that card and shuffles it into his or her deck. | [M][C][C] Big Ol' Bite: 30 damage. Heal 30 damage from this Pokemon. The Defending Pokemon can't retreat during your opponent's next turn.
Dratini (PLF)	PLF	PLF_081	Dragon	Basic	50	Dragon x2		1	Common	[G] Shed Skin: Heal 20 damage from this Pokemon. | [L][C] Tail Smack: 20 damage.
Dragonair (PLF)	PLF	PLF_082	Dragon	Stage 1 - Dratini	70	Dragon x2		1	Uncommon	[L] Wrap: 20 damage. Flip a coin. If heads, the Defending Pokemon is now Paralyzed. | [G][C][C] Tail Smack: 50 damage.
